timestamp,total,javascript,jit,images,layers,page,other
59.85353708333423,593084416,134267027,3522560,0,0,441024365,14270464
60.358542624999245,593068032,134267027,3522560,0,0,441007981,14270464
60.86355570833257,593084416,134267027,3522560,0,0,441024365,14270464
61.365804416665924,593051648,134267027,3522560,0,0,440991597,14270464
61.866669166665815,593084416,134267027,3522560,0,0,441024365,14270464
62.37167966666675,593084416,134267027,3522560,0,0,441024365,14270464
62.876687416668574,593084416,134267027,3522560,0,0,441024365,14270464
63.38169720833321,593051648,134267027,3522560,0,0,440991597,14270464
63.886704125001415,1006518272,134267027,3522560,0,0,854458221,14270464
64.39171116666694,970997760,134267027,3522560,0,0,818937709,14270464
64.89234029166619,964837376,134267027,3522560,0,0,812826477,14221312
65.39735350000046,1051197440,134267027,3522560,0,0,899186541,14221312
65.90236095833461,1091371008,134517203,3522560,0,0,942304813,11026432
66.40736708333498,593035264,134517203,3522560,0,0,443936301,11059200
66.90997870833235,593018880,134517203,3522560,0,0,443919917,11059200
67.41499074999956,593018880,134517203,3522560,0,0,443919917,11059200
67.91999754166682,593084416,134517203,3522560,0,0,443985453,11059200
68.42500624999957,593100800,134519251,3522560,0,0,443999789,11059200
68.92522174999976,593035264,134519251,3522560,0,0,443934253,11059200
69.43023075000019,593035264,134519251,3522560,0,0,443934253,11059200
69.93523862499933,592871424,134519251,3522560,0,0,443770413,11059200
195.87281020833325,0,0,0,0,0,0,0
195.8854168333346,812580864,127271027,3506176,0,0,670809997,10993664
196.3904235000009,909770752,127271027,704512,0,0,770801549,10993664
196.89543166666772,878821376,127271027,704512,0,0,739852173,10993664
197.40043804166635,1129644032,127287411,704512,0,0,990658445,10993664
197.90077720833506,578584576,127287411,704512,0,0,439582605,11010048
198.40188429166665,578551808,127287411,720896,0,0,439533453,11010048
198.90303287500137,578584576,127287411,737280,0,0,439533453,11026432
199.40624820833546,592986112,128073539,1327104,0,0,452395197,11190272
199.90647341666772,619134976,132723907,1720320,0,0,473451325,11239424
200.40861879166914,639664128,140212484,1818624,0,0,483002108,14630912
200.91051612500087,661078016,148390540,2097152,0,0,495926644,14663680
201.41553891666626,684113920,156569620,2195456,0,0,510685164,14663680
201.91843320833505,707166208,164947356,2244608,0,0,525310564,14663680
202.42344520833285,728530944,173654821,2260992,0,0,537951451,14663680
202.9284552916688,752173056,182803629,2326528,0,0,552379219,14663680
203.43251895833237,757792768,185074959,2326528,0,0,555727601,14663680
203.9375337916681,754139136,185074959,2326528,0,0,552073969,14663680
204.44254666666893,753926144,185074959,2326528,0,0,551860977,14663680
204.94756070833319,753876992,185074959,2326528,0,0,551811825,14663680
205.4525727500004,841957376,175887658,2326528,0,0,649079510,14663680
205.95758095833298,1191362560,183247745,2326528,0,0,991108223,14680064
206.4625874166668,1126137856,183247745,2326528,0,0,925883519,14680064
206.9675984166679,1223245824,183247745,2326528,0,0,1022991487,14680064
207.47260733333314,1087160320,183247745,2326528,0,0,886905983,14680064
207.97315170833463,1408335872,183247745,2326528,0,0,1208081535,14680064
208.47816291666823,750419968,183247745,2326528,0,0,550214783,14630912
208.9831720000002,750125056,183247745,2326528,0,0,549969023,14581760
209.48399087500002,750125056,183247745,2326528,0,0,549969023,14581760
209.98903554166827,750092288,183247745,2326528,0,0,549936255,14581760
210.49388595833443,746569728,183247745,2326528,0,0,546413695,14581760
210.99889904166776,746586112,183247745,2326528,0,0,546430079,14581760
211.50391170833245,746569728,183247745,2326528,0,0,546413695,14581760
212.008921333334,746323968,183247745,2326528,0,0,546266239,14483456
212.51394033333418,746258432,183247745,2326528,0,0,546200703,14483456
213.0189601250022,746045440,183247745,2326528,0,0,546184319,14286848
213.5239827083351,745963520,183247745,2326528,0,0,546069631,14319616
214.0289921250005,745897984,183247745,2326528,0,0,546004095,14319616
214.5340094166677,745897984,183247745,2326528,0,0,546004095,14319616
215.03903583333522,745848832,183247745,2326528,0,0,546004095,14270464
215.54405212500205,896270336,163215471,2326528,0,0,716457873,14270464
216.04598737500055,1319829504,178665664,2326528,0,0,1124566848,14270464
216.55099341666573,1155923968,178665664,2326528,0,0,960661312,14270464
217.05600620833502,1168408576,178665664,2326528,0,0,973145920,14270464
217.56101170833426,1087946752,178665664,2326528,0,0,892684096,14270464
218.06118391666678,1391443968,178665664,2326528,0,0,1196181312,14270464
218.56319533333226,743014400,178665664,2326528,0,0,547751744,14270464
219.06690416666606,743014400,178665664,2326528,0,0,547751744,14270464
219.5719196666687,743047168,178665664,2326528,0,0,547768128,14286848
220.0769362083338,743030784,178665664,2326528,0,0,547768128,14270464
220.57726712500153,743030784,178665664,2326528,0,0,547768128,14270464
221.08207758333447,743030784,178665664,2326528,0,0,547768128,14270464
221.58307350000177,743030784,178665664,2326528,0,0,547768128,14270464
222.08809516666588,743030784,178665664,2326528,0,0,547768128,14270464
222.59311145833271,743047168,178665664,2326528,0,0,547768128,14286848
223.094036041668,743030784,178665664,2326528,0,0,547768128,14270464
223.59905412499938,743030784,178665664,2326528,0,0,547768128,14270464
224.1028502500012,743030784,178665664,2326528,0,0,547768128,14270464
224.60786195833498,743030784,178665664,2326528,0,0,547768128,14270464
225.11089745833306,743030784,178665664,2326528,0,0,547768128,14270464
225.61591962500097,979795968,164632409,2326528,0,0,798566567,14270464
226.12028483333415,1312079872,173794099,2326528,0,0,1121688781,14270464
226.62529170833295,1137967104,173794099,2326528,0,0,947576013,14270464
227.1303040833336,1167704064,173794099,2326528,0,0,977312973,14270464
227.63531170833448,1193148416,173794099,2326528,0,0,1002757325,14270464
228.14032491666876,1398046720,173910131,2326528,0,0,1210750861,11059200
